day,time,relative_humidity_2m (%),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (Â°),wind_speed_100m (km/h),wind_direction_100m (Â°),PM10 (Âµg/mÂ³),NO (Âµg/mÂ³),NO2 (Âµg/mÂ³),NOx (ppb),NH3 (Âµg/mÂ³),SO2 (Âµg/mÂ³),CO (mg/mÂ³),Ozone (Âµg/mÂ³),Benzene (Âµg/mÂ³),Toluene (Âµg/mÂ³),Xylene (Âµg/mÂ³),Eth-Benzene (Âµg/mÂ³),MP-Xylene (Âµg/mÂ³)
07-01-2024,15:00:00,93,0,992.6,5.1,219,7.8,257,124.2,14.63,21.59,27.98,93.62,10.07,1.46,47.1,3.24,6.24,2.66,1.57,2.87
07-01-2024,16:00:00,94,0,992.6,6.4,227,11.3,253,144.7,18.34,22.67,27.82,93.76,9.94,1.83,36.2,3.42,6.22,2.65,1.62,2.97
07-01-2024,17:00:00,95,0,992.6,9.8,234,10.1,253,157.84,18.6,22.39,28.49,103.39,9.5,1.89,35.99,3.47,6.44,2.7,1.79,3.22
07-01-2024,18:00:00,90,0,992.4,6.7,234,7,258,166.6,22.23,22.22,26.02,118.58,9.55,1,35.93,3.78,11.52,2.83,3.52,6.62
07-01-2024,19:00:00,90,0,992.1,3.2,333,4.2,301,167.76,22.63,21.08,25.86,121.96,9.17,1.04,35.98,3.91,11.79,2.81,3.6,6.32
07-01-2024,20:00:00,97,0,991.6,6.8,3,6.8,335,168.6,27.45,20.16,41.82,114.3,10.12,1.41,29.09,3.9,6.83,2.6,2.27,3.82
07-01-2024,21:00:00,100,0,991.3,9.1,351,10.8,334,174.38,28.16,18.37,41.33,113.8,10.21,1.55,29.04,4.23,8.31,2.64,2.22,3.07
07-01-2024,22:00:00,100,0,991.6,8.1,347,11.8,337,181.7,26.41,17.33,40.39,100.51,10.1,2.62,27.89,4.63,9.02,3.74,2.04,3.22
07-01-2024,23:00:00,100,0,991.7,7.5,343,11.7,342,189.02,28.36,16.53,42.86,101,10.72,2.78,26.93,5.26,7.92,3.66,2.02,4.2
08-01-2024,00:00:00,100,0,991.8,6.8,335,11.1,347,185.33,33.36,11.75,38.77,123.42,10.27,2.05,19.02,5.06,18.56,12.24,7.98,5.16
08-01-2024,01:00:00,100,0,992.8,7,348,9.5,351,182.11,37.69,12.27,47.76,133.68,10.2,2.21,18.95,3.7,6.53,3.84,1.92,3.73
08-01-2024,02:00:00,100,0,993.9,6.5,3,9.1,7,174.47,41.32,8.13,46.11,130.12,9.63,1.93,22.79,3.88,7.6,2.34,1.76,3.22
08-01-2024,03:00:00,99,0,994.6,5.8,22,11,32,165.18,35.91,9.15,39.07,128.12,9.3,2.48,22.83,5.04,9.24,2.52,2.46,5.67
08-01-2024,04:00:00,93,0,995.2,4,27,10.4,46,163.09,35.73,10.98,41.62,116.56,9.41,2.05,17.94,4.82,7.97,3.5,3.06,5.02
08-01-2024,05:00:00,85,0,995.6,2.6,56,4.2,70,159.46,32.88,10.98,40.79,120.28,8.96,1.69,18.05,5.12,8.61,2.69,3.44,4.86
08-01-2024,06:00:00,75,0,994.6,3.4,122,4.7,122,160.2,44.62,13.07,39.78,119.02,9,2.49,21.37,5.17,8.7,2.66,3.5,4.83
08-01-2024,07:00:00,69,0,993.4,3.8,131,5.1,129,157.9,43.1,13.38,38.79,119.5,8.57,2.7,22.09,5.26,7.7,3.58,2.82,4.8
08-01-2024,08:00:00,66,0,992.5,4.1,135,5.1,135,162.55,41.02,9.48,47.65,114.68,7.86,1.6,33.18,4.67,8.32,2.52,2.69,3.77
08-01-2024,09:00:00,64,0,991.8,3.6,143,4.3,138,177.26,42.27,11.52,50.96,123.98,7.51,2.63,37.77,4.88,8.43,2.58,2.76,3.85
08-01-2024,10:00:00,63,0,991.2,2.8,140,3.3,131,187.6,26.17,16.9,35.53,65.44,7.21,1.56,36.94,4.58,8.31,1.07,2.01,3.76
08-01-2024,11:00:00,66,0,991.1,2.8,140,3.6,135,180.76,26.88,37.19,42.18,60.53,10.22,1.18,61.44,4.97,6.13,3.28,2.2,4.05
08-01-2024,12:00:00,76,0,990.8,5.6,153,5,150,102.41,48.36,33.85,68.04,84.54,10.46,2.13,43.08,3.09,3.64,1.92,1.22,2.98
08-01-2024,13:00:00,92,0,992,6.9,354,13.1,8,401.88,27.87,47.43,55.57,131.56,11.49,1.91,43.23,3.04,3.56,1.98,1.18,2.98
08-01-2024,14:00:00,94,0,992.1,8.3,355,9.9,19,310.43,20.45,38.47,39.97,135.02,10.23,1.13,47.66,3.08,3.5,2.7,1.21,2.64
08-01-2024,15:00:00,96,0,992.3,7.9,360,8.6,15,326.37,11.96,22.87,27.2,94.84,10.55,1.62,47.77,3.03,3.6,2.68,1.21,2.62
08-01-2024,16:00:00,95,0,992.7,6.1,360,5.9,11,247.96,15.35,21.67,24.99,88.18,13.44,2.94,36.08,6.12,8.29,2.71,4.72,4.65
08-01-2024,17:00:00,96,0,992.4,6.2,350,4.7,356,248.79,16.46,21.67,26.12,91.86,8.63,2.47,34.16,6.42,7.33,2.69,4.54,4.6
08-01-2024,18:00:00,100,0,991.8,8,355,6.6,347,275.78,22.95,22.23,26.75,107.48,6.73,1.7,34.19,7.18,13.95,2.7,6.94,8.73
08-01-2024,19:00:00,100,0,991.4,9,2,10.6,350,285.26,26.23,22.08,29.12,125.96,6.28,1.79,34.02,7.87,15,2.86,7.02,9.04
08-01-2024,20:00:00,100,0,991.4,6.5,6,13,355,281.37,30.49,21.94,45.06,130.34,11.45,2.14,27.12,7.81,10.1,2.62,5.51,5.99
08-01-2024,21:00:00,100,0,991.4,5.5,11,14.8,360,280.5,32.13,22.02,46.44,140.18,11.25,2.06,27.16,7.98,12.01,2.62,5.9,5.54
08-01-2024,22:00:00,100,0,991.4,6.2,7,17.3,1,281.69,28.02,22.04,44.3,118.84,11.03,2.96,26.12,8.24,13.16,3.69,5.87,5.82
08-01-2024,23:00:00,100,0,991.3,6.6,13,16.2,4,281.47,25.1,22.35,43.15,110.85,9.21,2.89,25.08,8.71,12.19,3.62,6.1,6.82
09-01-2024,00:00:00,100,0,991.4,5.5,11,16.3,6,274.45,18.09,19.78,30.49,113.36,8.57,1.96,17.18,8.25,23.37,12.44,13.34,8.14
09-01-2024,01:00:00,99,0,993,8.3,355,19,15,259.98,19.47,21.37,37.89,115.74,8.2,1.99,17.94,6.71,11.83,3.84,6.42,6.27
09-01-2024,02:00:00,99,0,993.6,7.9,16,17.9,22,232.26,21.78,18.58,35.81,120.56,10.87,1.62,20.97,6.74,13.12,2.36,5.72,5.4
09-01-2024,03:00:00,99,0,994.4,6.1,360,15.7,16,220.2,18.63,19.54,30.69,131.71,10.82,2.14,20.95,7.9,15.14,2.5,6.18,8.03
09-01-2024,04:00:00,94,0,995.2,3.2,333,9.8,8,202.48,19.88,20.21,33.6,124.6,10.38,1.73,16.07,7.44,13.94,3.54,6.4,7.03
09-01-2024,05:00:00,81,0,995.3,3.4,288,5.4,323,173.54,13.97,20.06,30.29,127.06,8.41,1.32,16.19,7.33,14.09,2.7,6.2,6.42
09-01-2024,06:00:00,75,0,994.4,9.2,296,11.9,299,157.31,23.06,21.12,26.7,106.15,8.17,2.05,19.51,6.96,13.33,2.7,5.67,6.12
09-01-2024,07:00:00,68,0,993.3,10.5,292,13.2,292,151.78,19.48,21.64,23.72,94.44,8.22,2.19,20.27,6.71,11.45,3.57,4.46,5.58
09-01-2024,08:00:00,65,0,992.1,11.6,292,14.4,292,145.93,14.65,17.78,30.53,86.34,8.7,1.08,31.51,5.64,11.37,2.53,3.96,4.28
09-01-2024,09:00:00,65,0,991.6,11.8,290,14.7,292,141.68,16.63,18.23,33.87,89.45,9.08,2.16,35.86,5.49,10.93,2.53,3.71,4.11
09-01-2024,10:00:00,65,0,991.2,10.7,290,13.6,292,136.55,16.98,22.13,28.32,97.92,8.85,1.47,36.26,5.16,10.72,1.03,2.86,3.96
09-01-2024,11:00:00,68,0,991,10.2,288,14.2,291,130.45,19.1,21.6,29.05,117.06,3.22,1.2,44.84,5.76,9.49,3.28,3.24,4.66
09-01-2024,12:00:00,82,0,991.1,7.3,290,18,299,118.76,21.23,19.98,38.51,116.48,3.43,2.18,40.77,5.38,9.35,1.98,3.18,4.48
09-01-2024,13:00:00,90,0,992.6,9.2,334,21.3,338,118.6,21.8,20.2,37.9,133.35,7.1,2,40.49,5.27,9.26,1.91,3.08,4.42
09-01-2024,14:00:00,93,0,993.2,9,337,21.4,340,106.33,17.61,19.33,29.45,110.18,8.43,1.23,45.19,6.48,11.25,3.184684951,4.61,5.2
09-01-2024,15:00:00,94,0,993.6,8.7,330,21.3,336,92.35,16.65,20.02,29.17,96.24,8.86,1.63,45.37,6.18,10.82,3.184684951,5.74,5.56
09-01-2024,16:00:00,96,0,994,9,337,21.4,340,88.7,19.32,18.69,26.96,91.02,9.49,1.96,34.15,5.98,10.32,3.184684951,6.09,5.52
09-01-2024,17:00:00,97,0,994.1,8,333,19.9,338,86.96,18.44,19.01,26.31,89.54,8.71,1.92,34.33,4.74,8.4,2.68,3.9,4.33
09-01-2024,18:00:00,98,0,993.6,8.4,329,19.7,336,90.24,21.27,18.67,23.46,97.07,6.48,1,34.13,4.99,13.72,2.77,5.76,7.96
09-01-2024,19:00:00,99,0,993.1,8.5,306,19.9,318,92.63,21.19,18.84,23.47,111.84,3.94,0.98,34.05,4.87,13.93,2.87,6.2,8.32
09-01-2024,20:00:00,98,0,992.7,9.7,292,22,302,99.79,23.28,19.62,38.23,111.24,10.91,1.33,27.27,4.58,9.02,2.6,4.94,5.02
09-01-2024,21:00:00,98,0,992.5,9.4,293,21.9,297,108.41,23.59,19.34,37.99,118.84,10.39,1.33,27.19,4.48,10.23,2.56,4.7,4.13
09-01-2024,22:00:00,98,0,992.4,9,293,21.1,300,106.09,20.53,19.27,36.61,100.98,9.96,2.32,26.18,4.68,10.79,3.7,4.7,4.35
09-01-2024,23:00:00,98,0,991.9,8.9,302,21,305,95.08,19.6,19.45,37.28,90.81,9.52,2.26,25.04,5.24,9.45,3.7,4.61,5.24
10-01-2024,00:00:00,98,0,991.9,8.8,305,21.3,309,88.85,15.1,16.23,26.17,100.06,9.38,1.37,17.23,4.86,19.84,12.74,9.63,5.74
10-01-2024,01:00:00,99,0,993.3,12.7,317,20.7,321,75.97,16.3,17.52,33.3,99.4,9.46,1.39,17.87,3.2,7.45,3.83,3.04,3.96
10-01-2024,02:00:00,99,0,993.5,12.9,306,20.5,309,71.19,19.19,14.02,31.44,97.57,9.34,1.05,21.01,3.19,8.32,2.32,2.42,3.1
10-01-2024,03:00:00,98,0,993.8,13,298,20.1,303,71.76,17.17,14.99,26.94,110.32,8.91,1.57,21.06,4.38,9.93,2.54,3.03,5.65
10-01-2024,04:00:00,87,0,994.4,14.7,298,19,297,80.27,19.19,16.4,31.24,107.31,8.4,1.25,16.05,4.05,8.57,3.5,3.38,4.67
10-01-2024,05:00:00,82,0,994.2,12.8,292,16.6,292,92.75,14.42,17,29.08,113.15,9.61,0.92,16.17,4.42,9.25,2.66,3.65,4.43
10-01-2024,06:00:00,78,0,993.2,12.4,287,15.9,288,101.6,24.56,19.17,26.85,103.22,9.36,1.7,19.47,4.35,9.23,2.66,3.46,4.23
10-01-2024,07:00:00,74,0,991.7,12.9,288,16.6,288,106.14,21.03,20.16,24.66,91.45,9.18,1.92,20.2,4.27,8,3.63,2.64,4.08
10-01-2024,08:00:00,69,0,990.5,13.3,289,17.2,290,111.33,16.73,16.48,31.49,86.5,9.18,0.92,31.48,3.59,8.46,2.48,2.46,3.08
10-01-2024,09:00:00,67,0,989.6,13.8,290,17.7,290,112.86,19.53,17.35,35.8,90.28,9.48,2.1,35.88,3.77,8.49,2.61,2.52,3.2
10-01-2024,10:00:00,66,0,989,13.2,287,17.1,288,84.82,17.74,22.02,28.84,95.58,8.95,1.37,36.28,3.65,8.3,1.08,1.64,3.14
10-01-2024,11:00:00,68,0,988.9,12.1,282,17.1,285,156.25,18.68,22.13,28.9,113.01,9.8,1.2,44.34,4.29,7.25,3.23,1.78,3.55
10-01-2024,12:00:00,77,0,988.9,9.4,274,20.9,281,173.62,19.77,20.64,37.87,110.32,10.1,2.1,40.73,4.13,7.66,1.96,1.88,3.61
10-01-2024,13:00:00,89,0,989.9,8.7,287,20.6,295,182.58,20.77,21.2,38.32,94.89,10.65,1.92,40.88,4.25,8.07,1.98,1.94,3.65
10-01-2024,14:00:00,91,0,990.6,10,291,23.5,297,188.96,17.42,20.72,30.27,98.8,10.17,1.1,44.91,4.32,7.96,2.65,2.41,3.66
10-01-2024,15:00:00,92,0,991.1,10.3,295,24.3,302,198.43,17.74,20.72,30.09,95.93,10.8,1.57,45.49,4.35,7.81,2.67,2.58,3.73
10-01-2024,16:00:00,93,0,991.4,9.2,309,22.4,314,201.86,21.21,19.93,29.09,92.92,10.87,1.93,34.25,4.43,8.14,2.7,2.62,3.79
10-01-2024,17:00:00,95,0,991.4,7.5,305,19.9,315,172.38,21.73,20.43,29.69,102.09,6.96,1.98,33.83,4.6,8.51,2.66,2.72,4.04
10-01-2024,18:00:00,96,0,991.2,6.8,288,17.8,306,174.2,25.63,20.73,28.12,100.45,5.48,1.14,33.44,5.2,13.56,2.89,5.4,8.25
10-01-2024,19:00:00,97,0,990.9,6.9,276,17.4,297,165.86,25.64,13.8,15.2,26.92,5.49,0.88,45.61,2.36,7.2,2.88,4.62,7.68
10-01-2024,20:00:00,97,0,990.8,7.6,267,18.3,285,175.59,28.75,15.1,29.55,27.21,11.98,1.34,35.07,2.19,2.45,2.54,1.76,3.18
10-01-2024,21:00:00,97,0,990.9,8.4,263,20,277,178.05,28,14.89,29.29,26.82,11.73,1.38,35.12,2.14,3.69,2.56,1.71,2.12
10-01-2024,22:00:00,97,0,990.9,8.3,268,20.8,279,186.9,23.28,15.6,28.06,27.14,11.44,2.38,33.42,2.47,4.46,3.64,1.56,2.5
10-01-2024,23:00:00,97,0,990.9,8.3,272,21.3,282,188.11,20.74,15.7,28.15,31.26,12.23,2.4,31.92,3.13,3.41,3.77,1.53,3.88
11-01-2024,00:00:00,98,0,991.1,7.6,273,20.7,283,190.5,13.14,12.36,25.46,56.33,12.01,2.2,21.7,4.2,21.16,12.76,13.86,5.33
11-01-2024,01:00:00,100,0,992.9,7.6,289,16.8,298,193.33,15.64,14.78,37.1,56.26,11.77,2.32,22.22,2.01,3.11,3.84,1.25,3.16
11-01-2024,02:00:00,100,0,993.2,7.9,286,15.3,297,189.34,21.08,10.1,34.92,45.27,10.24,1.79,25.91,2.23,4.75,2.38,1.01,2.36
11-01-2024,03:00:00,99,0,994.2,10.6,294,14.3,295,187.5,17.7,11.45,28.15,45.27,9.88,2.58,25.78,4.07,7.24,2.48,2.55,6.43
11-01-2024,04:00:00,98,0,995.3,10,300,13.1,302,178.16,21.76,13.5,35.23,39.44,9.9,2.02,18.52,3.74,5.24,3.53,3.84,5.14
11-01-2024,05:00:00,91,0,995.7,8.9,313,10.4,314,160.66,14.23,14.06,31.62,39.44,12.18,1.44,18.73,4.3,6.22,2.68,4.6,4.72
11-01-2024,06:00:00,84,0,994.8,7.9,317,9.7,318,144.84,29.7,17.05,27.7,43.28,11.92,2.65,23.67,4.3,6.23,2.68,4.53,4.7
11-01-2024,07:00:00,78,0,993.8,7.4,317,9.2,318,144.3,23.98,18.41,24.68,44.2,11.8,2.89,24.73,4.2,4.75,3.56,3.18,4.76
11-01-2024,08:00:00,74,0,992.6,7.9,321,10,322,141.08,17.44,17.36,32.33,91.57,10.96,1.15,30.78,3.06,8.64,2.65,3.9,4.16
11-01-2024,09:00:00,72,0,991.7,8.7,318,10.7,320,135.94,18.16,18.39,34.94,93.2,10.88,2.27,35.25,4.83,8.66,2.61,4.99,4.66
11-01-2024,10:00:00,71,0,991.3,9.7,315,12.5,316,150.38,15.3,24.77,28.29,94.5,10.79,1.6,35.66,4.55,8.17,1.08,5.38,4.88
11-01-2024,11:00:00,73,0,991.1,9.4,313,13,314,173.38,16.72,25.39,28.9,115.26,9.41,1.42,44.02,5.12,6.61,3.22,6.5,5.78
11-01-2024,12:00:00,88,0,990.7,6.4,308,15.3,309,182.4,18.81,25.19,39.18,115.49,10.08,2.3,39.93,4.96,7.26,1.92,5.7,5.39
11-01-2024,13:00:00,90,0,991,7.5,305,18.6,313,170.4,16.81,29.8,40.44,117.06,10.52,2.08,40.07,5.45,6.74,1.95,3.68,4.75
11-01-2024,14:00:00,93,0,991.1,7.9,309,18.6,316,178.66,10.02,31.4,27.92,104.56,11.02,1.22,44.51,4.93,5.2,2.64,4.7,4.5
11-01-2024,15:00:00,95,0,991.2,9.4,320,17.9,322,192.78,9.02,34.27,27.89,104.24,11.47,1.59,44.77,4.51,4.76,2.69,6.56,5.06
11-01-2024,16:00:00,97,0,991.2,10.1,325,17.5,328,191.12,14.05,38.63,30,117.25,11.46,1.99,33.65,4.71,5.37,2.69,5.12,4.98
11-01-2024,17:00:00,98,0,991.2,10.4,316,17,328,212.77,15.88,34.75,28.34,120.96,7.73,2.01,33.48,4.92,6.16,2.67,4.7,4.82
11-01-2024,18:00:00,99,0,991,8.4,295,17.6,317,222.41,19.27,35.79,26.87,124.52,5.99,1.19,32.57,5.56,12.03,2.75,6.67,9
11-01-2024,19:00:00,99,0,991.4,7.7,281,20.7,301,241.61,20.92,38.39,29.77,137.22,5.56,1.2,32.67,4.81,11.53,2.74,6.78,9.83
11-01-2024,20:00:00,99,0,990.9,7.6,275,19,297,258.06,24.08,40.4,45.7,135.92,9.05,1.67,25.8,5.97,8.64,2.6,5.22,6.48
11-01-2024,21:00:00,99,0,990.5,7.2,270,18.3,292,277.18,27.62,42.8,49.8,145.36,8.57,1.8,25.71,6.17,10.62,2.6,5.98,6.52
11-01-2024,22:00:00,99,0,990.2,7.6,267,19.9,287,251.94,24.22,31.09,44.14,121.49,8.27,2.84,24.67,6.41,11.28,3.68,5.14,6
11-01-2024,23:00:00,99,0,989.6,7.1,255,19,280,210.18,21.01,20.33,38.98,104.88,7.6,2.78,23.55,6.89,9.96,3.62,4.56,6.5
12-01-2024,00:00:00,99,0,989.6,7.3,259,20,277,190.04,21.18,17.11,31.38,118.21,7.21,1.88,16.58,6.47,20.42,12.96,10.94,7.72
12-01-2024,01:00:00,100,0,990.9,9.7,243,20.6,274,214.02,29.17,18.45,44.1,136.04,7.16,1.9,17.17,4.98,8.26,3.87,4.81,5.83
12-01-2024,02:00:00,100,0,991.3,9.1,252,20.2,275,211.06,33.89,13.33,42.93,130.95,9.35,1.49,19.4,4.96,9.23,2.39,4.02,4.88
12-01-2024,03:00:00,99,0,992.2,8.7,263,19.6,276,198.9,34.4,13.2,40.09,137.55,9.26,1.99,19.43,6.18,10.83,2.64,4.47,7.3
12-01-2024,04:00:00,97,0,993.4,9.4,274,16.7,277,200.42,35.31,14.97,43.47,126.88,9.65,1.65,14.58,5.91,9.6,3.53,5.31,6.49
12-01-2024,05:00:00,96,0,993.5,7.4,284,13.6,281,185.77,28.08,15.25,39.12,130.98,10.89,1.3,14.66,6.2,10.24,2.71,5.78,6.34
12-01-2024,06:00:00,82,0,993.2,8.8,289,11.8,290,170.83,34.25,17.06,33.56,122.24,10.77,2.07,18.02,6.09,10.17,2.72,5.79,6.17
12-01-2024,07:00:00,72,0,991.9,8.4,290,10.7,290,148.64,31.35,18.47,31.77,114.73,11.07,2.27,18.71,5.94,8.88,3.58,4.68,5.83
12-01-2024,08:00:00,63,0,991,8.6,292,10.8,291,160.26,24.15,15.43,36.83,103.7,8.77,1.18,29.98,5.11,9.19,2.54,4.12,4.56
12-01-2024,09:00:00,58,0,990.5,8.9,297,11.3,297,156.95,23.53,16.95,38.91,106.12,8.25,2.29,34.27,5.07,9.05,2.58,3.78,4.39
12-01-2024,10:00:00,56,0,990.2,9.3,298,11.9,299,134.66,16.18,34.56,32.33,107.52,7.89,1.59,40.33,4.7,8.58,1.07,3.28,4.22
12-01-2024,11:00:00,63,0,990.2,6.6,292,11.9,295,183.01,15.42,43.13,33.15,125,10.36,1.27,52.23,5.21,6.58,3.22,3.88,4.95
12-01-2024,12:00:00,80,0,990,9.8,298,13.4,297,211.54,18.08,38.8,41.69,109.51,10.34,2.2,48.38,4.93,7.14,1.92,3.63,4.75
12-01-2024,13:00:00,87,0,990.5,8.9,339,15.1,335,201.9,16.73,38.39,40.82,114.14,10.93,1.89,48.57,4.77,7.14,1.97,3.32,4.48
12-01-2024,14:00:00,91,0,990.7,11.5,346,15.6,341,172.45,15.27,37.52,33.01,117.46,11.36,1.07,52.73,4.62,7.01,2.72,3.12,4.16
12-01-2024,15:00:00,93,0,990.7,10.5,6,16.6,355,168.21,13.37,33.1,31.17,118.94,9,1.38,45.07,4.28,6.71,2.63,2.87,4.06
12-01-2024,16:00:00,94,0,990.8,10.6,24,17.1,8,112.22,14.67,35.29,31.5,114.37,10.69,1.5,36.34,4.15,6.93,2.66,2.69,3.87
12-01-2024,17:00:00,96,0,990.2,11.3,37,15.8,17,120.75,14.47,43.86,35.48,136.89,9.51,1.48,35.48,4.07,7.34,2.62,2.68,3.93
12-01-2024,18:00:00,94,0,990.3,7.3,33,11.4,11,184.14,15.88,42.96,32.18,135.84,8.81,0.89,33.91,4.52,13.96,2.79,7.36,9.61
12-01-2024,19:00:00,96,0,989.9,3.3,6,6.8,360,219.49,16.07,41.68,31.34,140.38,8.11,1.04,33.07,4.78,13.75,2.74,8.2,9.88
12-01-2024,20:00:00,99,0,989.2,2.3,219,4.1,322,312.19,18.87,41.95,42.63,135.78,7.83,1.47,27.33,5.04,9.21,2.6,6.68,6.59
12-01-2024,21:00:00,100,0,988.9,6.6,229,6.9,264,405.39,26.38,48.88,52.54,157.57,8.62,1.88,27.22,5.75,11.27,2.58,6.8,6.07
12-01-2024,22:00:00,100,0,988.5,8.2,241,8.8,258,488.32,31.78,51.4,58.98,164.34,8.97,2.85,26.44,7,12.69,3.7,6.92,6.58
12-01-2024,23:00:00,99,0,988.5,5.4,262,7.6,275,456.95,33.64,49.76,58.68,164.22,9.04,2.93,25.62,8.46,12.47,3.73,7.19,8.11
13-01-2024,00:00:00,100,0,989.1,3.4,342,8.3,304,381.52,30.34,38.68,49.08,148.24,7.39,2.24,17.73,8.9,23.67,12.72,12.68,9.26
13-01-2024,01:00:00,99,0,989.3,0,270,5.1,321,419.91,35.72,35.51,53.16,160.39,7.23,2.34,21.13,7.94,11.85,3.83,7.1,7.86
13-01-2024,02:00:00,99,0,990.3,2.1,329,6.4,322,413.86,39.6,33.24,52.22,168.24,6.94,1.99,23.34,8.42,13.2,2.38,6.78,7.32
13-01-2024,03:00:00,99,0,991.5,1.1,270,5.4,318,383.66,38.85,33.4,49.36,175.12,8.74,2.31,22.62,9.81,15.09,2.57,7.37,9.76
13-01-2024,04:00:00,100,0,992.5,1.1,180,1.9,292,370.44,37.75,33.88,49.34,162.21,8.19,1.98,19.3,9.72,14.01,3.5,7.96,9.11
13-01-2024,05:00:00,95,0,993.1,1.5,225,3.3,229,369.13,30.42,34.17,44.51,156.69,7.84,1.74,19.03,10.13,15.01,2.68,8.45,8.92
13-01-2024,06:00:00,86,0,992.3,1.3,326,1.1,270,347.2,34.17,33.98,44.24,149.61,10.37,2.29,21.43,10.05,15.1,2.6,8.51,8.86
13-01-2024,07:00:00,67,0,991.4,0.7,270,1,225,315.02,35.79,34.46,45.64,152.6,10.33,2.5,22,9.96,13.92,3.51,7.72,8.63
13-01-2024,08:00:00,60,0,990.2,0.5,315,0.5,315,333.69,35.93,33.79,46.45,149.96,10.66,1.71,30.47,9.25,14.18,2.45,7.43,7.42
13-01-2024,09:00:00,59,0,989.4,1.3,34,1,45,345.96,31.82,24.93,43.41,140.36,9.37,2.5,33.96,9.18,13.57,2.56,7.07,7.1
13-01-2024,10:00:00,57,0,989.1,2.1,59,2.4,63,320.67,25.42,18.44,34.63,122.51,9.24,1.94,33.97,8.52,12.88,1,5.78,6.44
13-01-2024,11:00:00,72,0,989,1.5,45,2.7,67,310.45,22.92,20.62,32.65,124.12,8.99,1.64,40.5,8.8,11.11,3.13,5.48,6.4
13-01-2024,12:00:00,64,0,989.1,2.3,18,1.9,68,278.3,21.45,21.84,39.16,118.49,10.1,2.26,38.84,8.01,10.73,1.96,5.16,6
13-01-2024,13:00:00,88,0,989.4,8.3,18,12.9,18,269.33,19.73,23.96,39.39,119.66,10.31,2.05,39.97,7.69,10.56,1.97,4.96,5.82
13-01-2024,14:00:00,91,0,989.7,9.6,34,13.9,21,268.09,15.41,23.8,31.8,116.86,10.12,1.42,44.18,7.26,10.14,2.67,4.7,5.33
13-01-2024,15:00:00,93,0,990,10.2,45,12.9,30,301.16,13.2,25.37,30.86,109.9,9.39,1.84,44.1,7.44,10.41,2.63,5.01,5.47
13-01-2024,16:00:00,94,0,990.3,10,52,12.2,34,434.32,14.04,26.95,29.43,100.3,10.01,2.23,35.44,8.22,11.18,2.59,5.61,5.87
13-01-2024,17:00:00,92,0,990.1,8,63,8.9,40,576.22,13.84,27.11,29.21,110.14,10.42,2.5,35.31,8.98,12.64,2.62,6.1,6.29
13-01-2024,18:00:00,92,0,989.7,6.4,74,6.1,50,695.36,16.8,26.62,27.92,113.12,10.07,2.17,34.41,9.97,19.41,2.76,8.35,10.34
13-01-2024,19:00:00,90,0,989.6,4.7,67,3.6,45,698.83,17.06,25.04,24.68,121.38,10.11,2.35,33.62,8.54,17.22,2.81,8.73,10.91
13-01-2024,20:00:00,93,0,989.4,3.4,18,2.2,360,705.18,17.65,22.92,35.47,108.2,9.93,2.96,28.02,10.9,16.12,2.57,7.57,7.89
13-01-2024,21:00:00,98,0,989.2,5.2,344,4.2,340,792.25,20.15,21.12,36.27,114.84,9.4,3.3,27.81,11.38,17.81,2.64,7.9,7.46
13-01-2024,22:00:00,100,0,988.6,5.5,328,5.9,322,709,25.7,20.08,41.03,129.76,8.54,4.11,26.74,12.62,18.67,3.63,8.28,7.89
13-01-2024,23:00:00,99,0,988.1,2.9,300,7.7,311,750.2,28.96,19.37,44.39,141.34,7.76,3.9,25.96,13.46,17.65,3.75,8.43,8.84
14-01-2024,00:00:00,98,0,988.1,3.6,264,9.7,297,608.33,29.42,16.42,38.71,146.38,11.98,2.84,17.52,12.87,28.02,12.65,14.48,9.7
14-01-2024,01:00:00,99,0,989.7,4.2,301,10,322,500.47,29.95,17.19,43.62,154.42,11.47,2.67,21.14,11.05,15.52,3.87,8.81,8.21
14-01-2024,02:00:00,99,0,990.3,4.1,322,10,322,570.86,29.02,13.8,39.16,140.21,11.14,2.23,22.62,10.83,16.3,2.34,8.7,7.59
14-01-2024,03:00:00,98,0,991.1,4.7,328,10.1,325,402.05,25.54,14.46,34.35,136.98,9.42,2.53,22.64,11.79,17.62,2.61,9.44,10.1
14-01-2024,04:00:00,92,0,992.3,4.9,324,10.4,326,244.73,26.5,15.28,36.87,128.86,9.45,2.24,18.9,11.22,15.83,3.56,9.7,9.06
14-01-2024,05:00:00,94,0,993,4.9,324,8.9,328,237.59,21,15.58,33.64,130.15,9.43,2,19.04,11.37,16.21,2.69,10.02,8.78
14-01-2024,06:00:00,86,0,992.7,5.4,318,7.2,323,269.91,28.76,17.39,32.25,128.21,9.11,2.94,21.64,11.3,16.2,2.62,10.18,8.84
14-01-2024,07:00:00,71,0,991.6,6,327,7.4,331,319.76,29.25,18.67,33.61,127.9,8.85,3.41,22.44,12.05,16.03,3.52,10.66,9.61
14-01-2024,08:00:00,60,0,990.5,6.3,329,7.9,330,332.75,25.49,17.03,39.01,121.98,8.51,2.6,30.89,12.5,18.38,2.53,11.69,9.5
